Gene,Gene_ID,GO_Descriptions,GO_Categories,In_WCM,WCM_essentiality,Rousset_experimental_essentiality,Lineage_1,Lineage_1_not_WCM,Lineage_1_modeled_in_WCM,Lineage_2,Lineage_2_not_WCM,Lineage_2_modeled_in_WCM,Lineage_3,Lineage_3_not_WCM,Lineage_3_modeled_in_WCM,Lineage_4,Lineage_4_not_WCM,Lineage_4_modeled_in_WCM,Lineage_5,Lineage_5_not_WCM,Lineage_5_modeled_in_WCM,Lineage_6,Lineage_6_not_WCM,Lineage_6_modeled_in_WCM,Lineage_7,Lineage_7_not_WCM,Lineage_7_modeled_in_WCM,Lineage_8,Lineage_8_not_WCM,Lineage_8_modeled_in_WCM,Lineage_9,Lineage_9_not_WCM,Lineage_9_modeled_in_WCM,Lineage_10,Lineage_10_not_WCM,Lineage_10_modeled_in_WCM,Lineage_11,Lineage_11_not_WCM,Lineage_11_modeled_in_WCM,Lineage_12,Lineage_12_not_WCM,Lineage_12_modeled_in_WCM,Lineage_13,Lineage_13_not_WCM,Lineage_13_modeled_in_WCM,Lineage_14,Lineage_14_not_WCM,Lineage_14_modeled_in_WCM,Lineage_15,Lineage_15_not_WCM,Lineage_15_modeled_in_WCM,Lineage_16,Lineage_16_not_WCM,Lineage_16_modeled_in_WCM,Lineage_17,Lineage_17_not_WCM,Lineage_17_modeled_in_WCM,Lineage_18,Lineage_18_not_WCM,Lineage_18_modeled_in_WCM,Lineage_19,Lineage_19_not_WCM,Lineage_19_modeled_in_WCM,Lineage_20,Lineage_20_not_WCM,Lineage_20_modeled_in_WCM,Lineage_22,Lineage_22_not_WCM,Lineage_22_modeled_in_WCM,Lineage_23,Lineage_23_not_WCM,Lineage_23_modeled_in_WCM,Lineage_24,Lineage_24_not_WCM,Lineage_24_modeled_in_WCM,Lineage_25,Lineage_25_not_WCM,Lineage_25_modeled_in_WCM,Lineage_26,Lineage_26_not_WCM,Lineage_26_modeled_in_WCM,Lineage_27,Lineage_27_not_WCM,Lineage_27_modeled_in_WCM,Lineage_28,Lineage_28_not_WCM,Lineage_28_modeled_in_WCM,Lineage_29,Lineage_29_not_WCM,Lineage_29_modeled_in_WCM,Lineage_30,Lineage_30_not_WCM,Lineage_30_modeled_in_WCM,Lineage_31,Lineage_31_not_WCM,Lineage_31_modeled_in_WCM,Lineage_32,Lineage_32_not_WCM,Lineage_32_modeled_in_WCM,Lineage_33,Lineage_33_not_WCM,Lineage_33_modeled_in_WCM,Lineage_34,Lineage_34_not_WCM,Lineage_34_modeled_in_WCM,Lineage_35,Lineage_35_not_WCM,Lineage_35_modeled_in_WCM,Lineage_36,Lineage_36_not_WCM,Lineage_36_modeled_in_WCM,Lineage_37,Lineage_37_not_WCM,Lineage_37_modeled_in_WCM,Lineage_38,Lineage_38_not_WCM,Lineage_38_modeled_in_WCM,Lineage_39,Lineage_39_not_WCM,Lineage_39_modeled_in_WCM,Lineage_40,Lineage_40_not_WCM,Lineage_40_modeled_in_WCM,Lineage_41,Lineage_41_not_WCM,Lineage_41_modeled_in_WCM,Lineage_42,Lineage_42_not_WCM,Lineage_42_modeled_in_WCM,Lineage_44,Lineage_44_not_WCM,Lineage_44_modeled_in_WCM,Lineage_45,Lineage_45_not_WCM,Lineage_45_modeled_in_WCM,Lineage_46,Lineage_46_not_WCM,Lineage_46_modeled_in_WCM,Lineage_47,Lineage_47_not_WCM,Lineage_47_modeled_in_WCM,Lineage_48,Lineage_48_not_WCM,Lineage_48_modeled_in_WCM,Lineage_51,Lineage_51_not_WCM,Lineage_51_modeled_in_WCM,Lineage_1_not_WCM_but_Rousset_essential,Lineage_2_not_WCM_but_Rousset_essential,Lineage_3_not_WCM_but_Rousset_essential,Lineage_4_not_WCM_but_Rousset_essential,Lineage_5_not_WCM_but_Rousset_essential,Lineage_6_not_WCM_but_Rousset_essential,Lineage_7_not_WCM_but_Rousset_essential,Lineage_8_not_WCM_but_Rousset_essential,Lineage_9_not_WCM_but_Rousset_essential,Lineage_10_not_WCM_but_Rousset_essential,Lineage_11_not_WCM_but_Rousset_essential,Lineage_12_not_WCM_but_Rousset_essential,Lineage_13_not_WCM_but_Rousset_essential,Lineage_14_not_WCM_but_Rousset_essential,Lineage_15_not_WCM_but_Rousset_essential,Lineage_16_not_WCM_but_Rousset_essential,Lineage_17_not_WCM_but_Rousset_essential,Lineage_18_not_WCM_but_Rousset_essential,Lineage_19_not_WCM_but_Rousset_essential,Lineage_20_not_WCM_but_Rousset_essential,Lineage_22_not_WCM_but_Rousset_essential,Lineage_23_not_WCM_but_Rousset_essential,Lineage_24_not_WCM_but_Rousset_essential,Lineage_25_not_WCM_but_Rousset_essential,Lineage_26_not_WCM_but_Rousset_essential,Lineage_27_not_WCM_but_Rousset_essential,Lineage_28_not_WCM_but_Rousset_essential,Lineage_29_not_WCM_but_Rousset_essential,Lineage_30_not_WCM_but_Rousset_essential,Lineage_31_not_WCM_but_Rousset_essential,Lineage_32_not_WCM_but_Rousset_essential,Lineage_33_not_WCM_but_Rousset_essential,Lineage_34_not_WCM_but_Rousset_essential,Lineage_35_not_WCM_but_Rousset_essential,Lineage_36_not_WCM_but_Rousset_essential,Lineage_37_not_WCM_but_Rousset_essential,Lineage_38_not_WCM_but_Rousset_essential,Lineage_39_not_WCM_but_Rousset_essential,Lineage_40_not_WCM_but_Rousset_essential,Lineage_41_not_WCM_but_Rousset_essential,Lineage_42_not_WCM_but_Rousset_essential,Lineage_44_not_WCM_but_Rousset_essential,Lineage_45_not_WCM_but_Rousset_essential,Lineage_46_not_WCM_but_Rousset_essential,Lineage_47_not_WCM_but_Rousset_essential,Lineage_48_not_WCM_but_Rousset_essential,Lineage_51_not_WCM_but_Rousset_essential
thiF,EG11587,AMPylase activity; ATP binding; adenylyltransferase complex; cytoplasm; cytosol; metal ion binding; nucleotidyltransferase activity; protein homodimerization activity; sulfotransferase activity; sulfurtransferase complex; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; thiazole biosynthetic process; thiosulfate-cyanide sulfurtransferase activity; ubiquitin-like modifier activating enzyme activity; zinc ion binding,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiG,EG11589,2-iminoacetate synthase complex; cytoplasm; cytosol; protein binding; sulfurtransferase activity; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; thiazole synthase activity; transferase activity,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiH,EG11590,"2-iminoacetate synthase activity; 2-iminoacetate synthase complex; 4 iron, 4 sulfur cluster binding; DNA damage response; catalytic activity; iron ion binding; lyase activity; metal ion binding; protein binding; sulfur compound biosynthetic process; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; water-soluble vitamin biosynthetic process",biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiI,G6238,ATP binding; CCA tRNA nucleotidyltransferase activity; L-cysteine catabolic process; L-cysteine desulfurase complex; RNA binding; cytoplasm; cytosol; detection of UV; protein binding; sulfur carrier activity; sulfurtransferase activity; sulfurtransferase complex; tRNA 4-thiouridine biosynthesis; tRNA binding; tRNA thio-modification; tRNA-uracil-4 sulfurtransferase activity; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; thiazole biosynthetic process; transferase activity,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiK,G6566,ATP binding; kinase activity; thiamine diphosphate biosynthetic process; thiamine kinase activity; thiamine metabolic process,biological_process; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiL,G6234,ATP binding; kinase activity; magnesium ion binding; metal ion binding; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; thiamine-phosphate kinase activity,biological_process; molecular_function,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiM,M007,ATP binding; catalytic activity; cytosol; hydroxyethylthiazole kinase activity; identical protein binding; kinase activity; magnesium ion binding; metal ion binding; prenol kinase activity; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; thiamine salvage,biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiQ,EG11572,"ABC-type thiamine transporter activity; ATP binding; ATP hydrolysis activity; ATP-binding cassette (ABC) transporter complex; ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing; ATPase-coupled transmembrane transporter activity; membrane; plasma membrane; thiamine transmembrane transport; thiamine transmembrane transporter activity",biological_process; cellular_component; molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiS,G1,adenylyltransferase complex; nucleotide binding; sulfur carrier activity; sulfurtransferase complex; thiamine biosynthetic process; thiamine diphosphate biosynthetic process; thiazole biosynthetic process,biological_process; cellular_component; molecular_function,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thpR,EG12330,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity; RNA 2',3'-cyclic 3'-phosphodiesterase activity; hydrolase activity; phosphoric diester hydrolase activity",molecular_function,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrA,EG10998,ATP binding; NAD+ binding; NADP binding; aspartate family amino acid biosynthetic process; aspartate kinase activity; homoserine biosynthetic process; homoserine dehydrogenase activity; identical protein binding; kinase activity; lysine biosynthetic process via diaminopimelate; metal ion binding; oxidoreductase activity; protein homotetramerization,biological_process; molecular_function,1.0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrB,EG10999,ATP binding; cytoplasm; cytosol; homoserine kinase activity; kinase activity; threonine biosynthetic process; threonine metabolic process,biological_process; cellular_component; molecular_function,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
